state,ragender,pro,iter
1,1,0.4206881286759255,30
1,2,0.470183591690779,30
2,1,0.050808544612294136,30
2,2,0.05831973502100135,30
1,1,0.4288708850241359,31
1,2,0.4631222544671608,31
2,1,0.05094702404439755,31
2,2,0.05705983646430574,31
1,1,0.4233640311783328,32
1,2,0.4672046561651161,32
2,1,0.04953361415564062,32
2,2,0.05989769850091043,32
1,1,0.43487152769701093,33
1,2,0.45526216375169143,33
2,1,0.05268080795852404,33
2,2,0.05718550059277363,33
1,1,0.42662272210403573,34
1,2,0.46207671318018,34
2,1,0.05432412061823515,34
2,2,0.05697644409754911,34
1,1,0.4165051558018566,35
1,2,0.46603787970729377,35
2,1,0.053759199608793884,35
2,2,0.06369776488205575,35
1,1,0.4256361561771933,36
1,2,0.46229909726313106,36
2,1,0.04812286986472215,36
2,2,0.06394187669495348,36
1,1,0.42582389644938873,37
1,2,0.46023765227520885,37
2,1,0.05469039742688722,37
2,2,0.059248053848515184,37
1,1,0.4320470118607465,38
1,2,0.4523815674431141,38
2,1,0.05429712244206608,38
2,2,0.06127429825407333,38
1,1,0.43208657571918285,39
1,2,0.4555055042894987,39
2,1,0.0510518866915112,39
2,2,0.06135603329980725,39
1,1,0.42085377671717883,40
1,2,0.4612727892632498,40
2,1,0.05857197839726209,40
2,2,0.05930145562230922,40
1,1,0.42965045942168784,41
1,2,0.46172651417628785,41
2,1,0.04910113602382474,41
2,2,0.05952189037819956,41
1,1,0.42750121111463746,42
1,2,0.45913039456149946,42
2,1,0.05106840680474125,42
2,2,0.06229998751912183,42
1,1,0.420984388494141,43
1,2,0.4621880161801502,43
2,1,0.05299087057896292,43
2,2,0.06383672474674586,43
1,1,0.43435676698094716,44
1,2,0.45038276114193676,44
2,1,0.056520240391292186,44
2,2,0.05874023148582386,44
1,1,0.4335621758917178,45
1,2,0.45366443231506387,45
2,1,0.05495260341547286,45
2,2,0.05782078837774545,45
1,1,0.43159114839766816,46
1,2,0.4588746179540798,46
2,1,0.05237820108161727,46
2,2,0.05715603256663475,46
1,1,0.4240760049037072,47
1,2,0.4643746599549151,47
2,1,0.05154884036046098,47
2,2,0.06000049478091663,47
1,1,0.4273767916354349,48
1,2,0.45730062538724864,48
2,1,0.054731364051406606,48
2,2,0.06059121892590983,48
1,1,0.42082727988763535,49
1,2,0.4705060984197612,49
2,1,0.05022043228770744,49
2,2,0.05844618940489603,49
1,1,0.4339096468056783,50
1,2,0.45441523309330734,50
2,1,0.05119862855314994,50
2,2,0.06047649154786448,50
1,1,0.4252899452017903,51
1,2,0.4609501196494682,51
2,1,0.05128597734698759,51
2,2,0.062473957801753945,51
1,1,0.4138799810439253,52
1,2,0.4696493324309303,52
2,1,0.05420207234051483,52
2,2,0.06226861418462956,52
1,1,0.429703020737735,53
1,2,0.4595401091015932,53
2,1,0.04888351883161191,53
2,2,0.0618733513290599,53
1,1,0.4340155523379224,54
1,2,0.45450802573095705,54
2,1,0.05105211315203054,54
2,2,0.06042430877909006,54
1,1,0.43552684612802134,55
1,2,0.4535758824924681,55
2,1,0.052520146893910755,55
2,2,0.05837712448559981,55
1,1,0.4292337039026792,56
1,2,0.4646983833174603,56
2,1,0.04737033732058967,56
2,2,0.0586975754592709,56
1,1,0.4201297186826586,57
1,2,0.46428372518952127,57
2,1,0.056805328845298,57
2,2,0.05878122728252213,57
1,1,0.4264147383362268,58
1,2,0.4658524429768106,58
2,1,0.048965919713203666,58
2,2,0.05876689897375891,58
1,1,0.4265658685119626,59
1,2,0.4633879727232665,59
2,1,0.048053630221905105,59
2,2,0.061992528542865785,59
1,1,0.42737188188786646,60
1,2,0.4621503842186843,60
2,1,0.05187993424413054,60
2,2,0.058597799649318695,60
1,1,0.420398549737268,61
1,2,0.4643188633805813,61
2,1,0.05224727330536801,61
2,2,0.06303531357678269,61
1,1,0.41852043775431397,62
1,2,0.4645815415115731,62
2,1,0.05709952039179284,62
2,2,0.059798500342320086,62
1,1,0.4250895986610598,63
1,2,0.461738021594793,63
2,1,0.05244093681301994,63
2,2,0.0607314429311273,63
1,1,0.4191092381895881,64
1,2,0.47290026457067674,64
2,1,0.049759936434059515,64
2,2,0.058230560805675596,64
1,1,0.41725265096546904,65
1,2,0.468356223552958,65
2,1,0.051687870276737054,65
2,2,0.06270325520483595,65
1,1,0.4342876583624958,66
1,2,0.45949348486729014,66
2,1,0.048824089608093896,66
2,2,0.05739476716212016,66
1,1,0.4179505387713582,67
1,2,0.4664737264143707,67
2,1,0.05261937818551295,67
2,2,0.06295635662875815,67
1,1,0.4228580247374964,68
1,2,0.4668729556806484,68
2,1,0.05025025761726993,68
2,2,0.06001876196458527,68
1,1,0.4223302550671131,69
1,2,0.46631555312941975,69
2,1,0.04756031851922404,69
2,2,0.06379387328424309,69
1,1,0.4262776392106527,70
1,2,0.4602643614397267,70
2,1,0.04956944732730222,70
2,2,0.06388855202231838,70
1,1,0.4344001923589773,71
1,2,0.45241966050750576,71
2,1,0.04979740787295981,71
2,2,0.0633827392605571,71
1,1,0.41604289145249745,72
1,2,0.46790603058523844,72
2,1,0.05650838973628105,72
2,2,0.05954268822598305,72
1,1,0.41900652480634915,73
1,2,0.4665150486723931,73
2,1,0.054127612385533,73
2,2,0.06035081413572479,73
1,1,0.43334901310135565,74
1,2,0.4549292292173712,74
2,1,0.05208725111678054,74
2,2,0.0596345065644926,74
1,1,0.4368932813365537,75
1,2,0.45396888019636444,75
2,1,0.050406505776934195,75
2,2,0.058731332690147686,75
1,1,0.43196893602314196,76
1,2,0.45930852621789636,76
2,1,0.05053986799057317,76
2,2,0.05818266976838848,76
1,1,0.42277777269504424,77
1,2,0.46263996513366645,77
2,1,0.05208203308751791,77
2,2,0.06250022908377141,77
1,1,0.4163485737119494,78
1,2,0.47030478231072703,78
2,1,0.053684727716434205,78
2,2,0.05966191626088939,78
1,1,0.4216746695673135,79
1,2,0.4654096750592375,79
2,1,0.05070496746930844,79
2,2,0.06221068790414053,79
1,1,0.42405476133877595,80
1,2,0.4614059615364184,80
2,1,0.054607246484082474,80
2,2,0.05993203064072323,80
1,1,0.4259000103916592,81
1,2,0.46251317462601166,81
2,1,0.051858705630453916,81
2,2,0.05972810935187523,81
1,1,0.4229108282297847,82
1,2,0.46007841855512166,82
2,1,0.05412925663040526,82
2,2,0.06288149658468836,82
1,1,0.41651009390247395,83
1,2,0.46812763970755084,83
2,1,0.053163267483253195,83
2,2,0.06219899890672199,83
1,1,0.4264295719201624,84
1,2,0.4626257432769148,84
2,1,0.05425057096420755,84
2,2,0.056694113838715234,84
1,1,0.4220171520706295,85
1,2,0.4693402404667983,85
2,1,0.05150199653774119,85
2,2,0.05714061092483104,85
1,1,0.4149782130954201,86
1,2,0.4679808881568337,86
2,1,0.05177558698409622,86
2,2,0.06526531176364998,86
1,1,0.41985433614520934,87
1,2,0.4664050652812997,87
2,1,0.055336067524880024,87
2,2,0.058404531048610944,87
1,1,0.4198236912332695,88
1,2,0.4631059878183388,88
2,1,0.05393553446686547,88
2,2,0.06313478648152622,88
1,1,0.4263025228619299,89
1,2,0.46032046870879617,89
2,1,0.05301486760435839,89
2,2,0.06036214082491555,89
1,1,0.4310600546399159,90
1,2,0.45735577479877754,90
2,1,0.048513439274392424,90
2,2,0.06307073128691411,90
1,1,0.42296761386502996,91
1,2,0.46159464032099057,91
2,1,0.05209760611027565,91
2,2,0.0633401397037038,91
1,1,0.431397322658892,92
1,2,0.45041126984812746,92
2,1,0.05311949843247466,92
2,2,0.06507190906050583,92
1,1,0.42568681238670836,93
1,2,0.46029924429522695,93
2,1,0.05267548846463903,93
2,2,0.06133845485342566,93
1,1,0.40921187959211824,94
1,2,0.4786486890157261,94
2,1,0.0527633420246226,94
2,2,0.05937608936753304,94
1,1,0.4205731352588139,95
1,2,0.4666626219054057,95
2,1,0.05410918842649801,95
2,2,0.05865505440928238,95
1,1,0.42911818435390564,96
1,2,0.45886655310406665,96
2,1,0.04892610342225905,96
2,2,0.06308915911976867,96
1,1,0.42594997416744307,97
1,2,0.4621154409750872,97
2,1,0.04891986585215346,97
2,2,0.06301471900531626,97
1,1,0.4255450375435947,98
1,2,0.4627593497813111,98
2,1,0.05141527270570511,98
2,2,0.06028033996938909,98
1,1,0.4318344492683976,99
1,2,0.45593660907908495,99
2,1,0.053897456228748586,99
2,2,0.058331485423768835,99
1,1,0.4207352624737758,100
1,2,0.4701724284195968,100
2,1,0.05088095379288905,100
2,2,0.05821135531373835,100
1,1,0.4154564071588079,101
1,2,0.46445627064133554,101
2,1,0.058484161165160795,101
2,2,0.06160316103469575,101
1,1,0.42458372694848323,102
1,2,0.4627975071350796,102
2,1,0.0513907432223256,102
2,2,0.06122802269411157,102
1,1,0.42526013323837747,103
1,2,0.46313466337043424,103
2,1,0.05189283485787796,103
2,2,0.05971236853331034,103
1,1,0.43583809524348877,104
1,2,0.4507885611115204,104
2,1,0.05095136773873955,104
2,2,0.062421975906251335,104
1,1,0.4383108207262455,105
1,2,0.4498678377684231,105
2,1,0.04958715639333794,105
2,2,0.0622341851119935,105
1,1,0.4206078632977399,106
1,2,0.46533047664435473,106
2,1,0.054631356803035595,106
2,2,0.05943030325486977,106
1,1,0.420650889793981,107
1,2,0.46376804512896397,107
2,1,0.05378697586382202,107
2,2,0.061794089213232956,107
1,1,0.4377671254612371,108
1,2,0.45392422518610415,108
2,1,0.050349956174287266,108
2,2,0.05795869317837152,108
1,1,0.4136367481196886,109
1,2,0.47313681406599706,109
2,1,0.05572541371081056,109
2,2,0.05750102410350381,109
1,1,0.42428680762088966,110
1,2,0.46083764098228464,110
2,1,0.05533279824153913,110
2,2,0.05954275315528656,110
1,1,0.43232517185466407,111
1,2,0.4508848478867993,111
2,1,0.05296978814566292,111
2,2,0.06382019211287376,111
1,1,0.4360626031281237,112
1,2,0.45442256195345765,112
2,1,0.051636372329261625,112
2,2,0.05787846258915702,112
1,1,0.41435102482775077,113
1,2,0.47407890689885446,113
2,1,0.05203680338212156,113
2,2,0.05953326489127324,113
1,1,0.4240793670563898,114
1,2,0.45989314473548826,114
2,1,0.054117992790392484,114
2,2,0.06190949541772942,114
1,1,0.4264919123812975,115
1,2,0.46490061727839666,115
2,1,0.050357135272752845,115
2,2,0.05825033506755299,115
1,1,0.4199471476350161,116
1,2,0.46239060922538117,116
2,1,0.052488686867955804,116
2,2,0.0651735562716469,116
1,1,0.4286814619439104,117
1,2,0.46125622219050727,117
2,1,0.04898590141460722,117
2,2,0.061076414450975114,117
1,1,0.42710957551222106,118
1,2,0.46080347995774135,118
2,1,0.051540632154597095,118
2,2,0.06054631237544048,118
1,1,0.4306978041156495,119
1,2,0.46172094885433873,119
2,1,0.04874548714816951,119
2,2,0.05883575988184226,119
1,1,0.4333704472181392,120
1,2,0.452659667259073,120
2,1,0.05296767480490103,120
2,2,0.061002210717886765,120
1,1,0.4151414144304863,121
1,2,0.4700951461329762,121
2,1,0.05405044999444877,121
2,2,0.060712989442088715,121
1,1,0.4172100615959008,122
1,2,0.46907735110094756,122
2,1,0.052979735037059834,122
2,2,0.06073285226609182,122
1,1,0.42305728326263126,123
1,2,0.4603873365018782,123
2,1,0.05288948118692614,123
2,2,0.0636658990485644,123
1,1,0.4292008213130476,124
1,2,0.45823006201401184,124
2,1,0.05341286274575438,124
2,2,0.05915625392718616,124
1,1,0.42359951656322736,125
1,2,0.47345839297694947,125
2,1,0.04870134291081664,125
2,2,0.054240747549006506,125
1,1,0.43004077582896283,126
1,2,0.45943075062501915,126
2,1,0.05017025705060998,126
2,2,0.06035821649540807,126
1,1,0.4237139834142947,127
1,2,0.4615269962576555,127
2,1,0.054648749228461496,127
2,2,0.06011027109958829,127
1,1,0.42990745987715634,128
1,2,0.4617012201226092,128
2,1,0.04936675300584052,128
2,2,0.05902456699439394,128
1,1,0.4102460408131654,129
1,2,0.4704799631454417,129
2,1,0.0564543823394923,129
2,2,0.06281961370190056,129
1,1,0.42414683944386017,130
1,2,0.4599653501077475,130
2,1,0.05083725744249194,130
2,2,0.06505055300590043,130
1,1,0.42750288186073415,131
1,2,0.4606621784290856,131
2,1,0.04831399225756649,131
2,2,0.06352094745261377,131
1,1,0.42804527252985486,132
1,2,0.4645443106975461,132
2,1,0.05320192103911941,132
2,2,0.05420849573347961,132
1,1,0.42777008208208195,133
1,2,0.4615976186687743,133
2,1,0.05084220073310332,133
2,2,0.059790098516040405,133
1,1,0.4223630318161709,134
1,2,0.4614554238331528,134
2,1,0.05503263058188372,134
2,2,0.06114891376879258,134
1,1,0.4262949467706424,135
1,2,0.4618314568790457,135
2,1,0.054391356296963476,135
2,2,0.05748224005334842,135
1,1,0.43147907303668015,136
1,2,0.451063931426295,136
2,1,0.060049848240276246,136
2,2,0.057407147296748624,136
1,1,0.4208404866608662,137
1,2,0.46905989586743396,137
2,1,0.05145968172854787,137
2,2,0.05863993574315199,137
1,1,0.4254685301258603,138
1,2,0.46436218658476897,138
2,1,0.0512450072322,138
2,2,0.058924276057170745,138
1,1,0.4377745332718344,139
1,2,0.4463359690669249,139
2,1,0.051986304995775334,139
2,2,0.06390319266546535,139
1,1,0.4284884379500858,140
1,2,0.45984363293762714,140
2,1,0.052731139205310994,140
2,2,0.05893678990697609,140
1,1,0.4182638225145456,141
1,2,0.46641147268138267,141
2,1,0.0498852315468884,141
2,2,0.06543947325718334,141
1,1,0.42218817790610536,142
1,2,0.46302952285183696,142
2,1,0.0534208960763176,142
2,2,0.06136140316574011,142
1,1,0.4274216813478903,143
1,2,0.46019766813518526,143
2,1,0.05108136009431877,143
2,2,0.06129929042260563,143
1,1,0.4245421412763193,144
1,2,0.4665590546384845,144
2,1,0.0501955881018562,144
2,2,0.05870321598334004,144
1,1,0.4162391806891121,145
1,2,0.46773613829724675,145
2,1,0.053044981523573745,145
2,2,0.06297969949006743,145
1,1,0.42561338887235173,146
1,2,0.4635125888093393,146
2,1,0.050246709251314546,146
2,2,0.0606273130669944,146
1,1,0.4420162120321413,147
1,2,0.4481379034116409,147
2,1,0.05282276810162574,147
2,2,0.057023116454592,147
1,1,0.42251398309224,148
1,2,0.463561933787551,148
2,1,0.05115253745812533,148
2,2,0.06277154566208368,148
1,1,0.4246486578530931,149
1,2,0.4585140330867544,149
2,1,0.05703200571944874,149
2,2,0.059805303340703754,149
1,1,0.42570784558004093,150
1,2,0.46206850761807927,150
2,1,0.04998914781004739,150
2,2,0.062234498991832435,150
1,1,0.42414151375122255,151
1,2,0.4599080643079256,151
2,1,0.052671522226890304,151
2,2,0.0632788997139616,151
1,1,0.4270478186839068,152
1,2,0.4609282664072731,152
2,1,0.05075337240348404,152
2,2,0.06127054250533608,152
1,1,0.4267043625605817,153
1,2,0.45585167595896836,153
2,1,0.05285022229647733,153
2,2,0.06459373918397263,153
1,1,0.4175683406345666,154
1,2,0.4666436783204188,154
2,1,0.05559924930464225,154
2,2,0.06018873174037232,154
1,1,0.4186343624283894,155
1,2,0.47146481232506626,155
2,1,0.05147312194973736,155
2,2,0.05842770329680692,155
1,1,0.4300477445345375,156
1,2,0.45456306146911324,156
2,1,0.05681751000253198,156
2,2,0.0585716839938173,156
1,1,0.42181800690778587,157
1,2,0.4628256591723436,157
2,1,0.052928357028144454,157
2,2,0.06242797689172609,157
1,1,0.42718235061423077,158
1,2,0.45829930341994124,158
2,1,0.05240776275948089,158
2,2,0.06211058320634708,158
1,1,0.4025430927582412,159
1,2,0.47758202958326,159
2,1,0.057215142878754024,159
2,2,0.06265973477974482,159
1,1,0.4246078835654873,160
1,2,0.46142386408984004,160
2,1,0.05322945201727732,160
2,2,0.06073880032739535,160
1,1,0.42458413477851753,161
1,2,0.4677585252133232,161
2,1,0.05410856862257453,161
2,2,0.053548771385584754,161
1,1,0.42201893005009616,162
1,2,0.4668441295473233,162
2,1,0.052170739923714723,162
2,2,0.05896620047886579,162
1,1,0.4168069718531517,163
1,2,0.4719139078244174,163
2,1,0.05233670417103918,163
2,2,0.058942416151391716,163
1,1,0.42154699583758676,164
1,2,0.46011772552748065,164
2,1,0.05626702963521377,164
2,2,0.06206824899971887,164
1,1,0.4260636655811455,165
1,2,0.4597532784743891,165
2,1,0.05146647081528804,165
2,2,0.06271658512917734,165
1,1,0.4204937765247289,166
1,2,0.46350646248835864,166
2,1,0.05442066095270825,166
2,2,0.06157910003420419,166
1,1,0.42068261568769577,167
1,2,0.46435980838814145,167
2,1,0.05056311611041502,167
2,2,0.06439445981374779,167
1,1,0.4277854173266262,168
1,2,0.45630220313087744,168
2,1,0.0524421580442581,168
2,2,0.06347022149823821,168
1,1,0.4403253048835819,169
1,2,0.4517350392486782,169
2,1,0.05424365426495408,169
2,2,0.05369600160278577,169
1,1,0.41221755203252847,170
1,2,0.4690486043740651,170
2,1,0.05573030114951151,170
2,2,0.06300354244389493,170
1,1,0.4241980291626176,171
1,2,0.4628339580782278,171
2,1,0.05434877425103353,171
2,2,0.058619238508121015,171
1,1,0.43671649325558637,172
1,2,0.4452747913063073,172
2,1,0.053156162349826175,172
2,2,0.06485255308828015,172
1,1,0.4191885212245859,173
1,2,0.46983593808584645,173
2,1,0.0538432342712237,173
2,2,0.05713230641834396,173
1,1,0.4267567199511956,174
1,2,0.46062931124813333,174
2,1,0.04894517245109251,174
2,2,0.06366879634957855,174
1,1,0.42335947778726873,175
1,2,0.4606166947311407,175
2,1,0.050290964592640146,175
2,2,0.06573286288895039,175
1,1,0.4382355683839846,176
1,2,0.45657730265394875,176
2,1,0.04748415725407797,176
2,2,0.05770297170798872,176
1,1,0.43850478317905284,177
1,2,0.45467837958701857,177
2,1,0.05041474543411932,177
2,2,0.05640209179980924,177
1,1,0.4319292594639019,178
1,2,0.44973148312642364,178
2,1,0.05652935612181078,178
2,2,0.06180990128786368,178
1,1,0.43778094781356586,179
1,2,0.4536101878491895,179
2,1,0.05243186258387193,179
2,2,0.05617700175337272,179
1,1,0.424226670043545,180
1,2,0.4602168234409237,180
2,1,0.05489583420737743,180
2,2,0.06066067230815396,180
1,1,0.430707790081352,181
1,2,0.45029901490883245,181
2,1,0.05199788801512933,181
2,2,0.06699530699468624,181
1,1,0.42671089654176425,182
1,2,0.46079558539375576,182
2,1,0.055085915403207675,182
2,2,0.05740760266127235,182
1,1,0.4231367473371992,183
1,2,0.4619625477882577,183
2,1,0.053769946897842674,183
2,2,0.061130757976700464,183
1,1,0.4149390118963143,184
1,2,0.46487357383792016,184
2,1,0.05777023957512028,184
2,2,0.06241717469064525,184
1,1,0.42209588689728034,185
1,2,0.46287894718498507,185
2,1,0.05055841582391338,185
2,2,0.0644667500938212,185
1,1,0.42152951498474384,186
1,2,0.46406350204314273,186
2,1,0.052184869853409574,186
2,2,0.06222211311870389,186
1,1,0.4200499342658377,187
1,2,0.47122812813284304,187
2,1,0.050758971042888776,187
2,2,0.057962966558430494,187
1,1,0.4357499837352994,188
1,2,0.4487394853353921,188
2,1,0.0533836325531695,188
2,2,0.06212689837613904,188
1,1,0.43144820953521096,189
1,2,0.4550375616999025,189
2,1,0.051504784091849755,189
2,2,0.062009444673036825,189
1,1,0.4318242004088415,190
1,2,0.45396408589262616,190
2,1,0.04986396381728698,190
2,2,0.06434774988124536,190
1,1,0.43107991243726795,191
1,2,0.46169697222763195,191
2,1,0.04716496561772408,191
2,2,0.060058149717376046,191
1,1,0.42868458815727767,192
1,2,0.4597418941315708,192
2,1,0.05510348872521901,192
2,2,0.05647002898593251,192
1,1,0.4207283678993692,193
1,2,0.4644681581621026,193
2,1,0.052080972648475964,193
2,2,0.06272250129005225,193
1,1,0.4207855641664321,194
1,2,0.46837475399559797,194
2,1,0.04791678541646489,194
2,2,0.06292289642150506,194
1,1,0.42793279424885333,195
1,2,0.4630632907648635,195
2,1,0.05097106724446487,195
2,2,0.05803284774181828,195
1,1,0.4182826803636447,196
1,2,0.4695916438118464,196
2,1,0.05215562563269909,196
2,2,0.059970050191809794,196
1,1,0.4333738567075857,197
1,2,0.45302320202602386,197
2,1,0.05440403627942854,197
2,2,0.05919890498696184,197
1,1,0.4313164797299835,198
1,2,0.46378558008241344,198
2,1,0.04798709721794379,198
2,2,0.05691084296965926,198
1,1,0.423433111034305,199
1,2,0.4616543349708418,199
2,1,0.052933055876001806,199
2,2,0.06197949811885141,199
1,1,0.4280375424643219,200
1,2,0.45086041726963444,200
2,1,0.05714843002912885,200
2,2,0.06395361023691477,200
1,1,0.4178460297040094,201
1,2,0.4588019418685473,201
2,1,0.0551862154513553,201
2,2,0.06816581297608801,201
1,1,0.4262160566501847,202
1,2,0.46215089371946066,202
2,1,0.05218473363473777,202
2,2,0.0594483159956169,202
1,1,0.4267067464706007,203
1,2,0.45660812717976584,203
2,1,0.053941185670740445,203
2,2,0.06274394067889301,203
1,1,0.4389841275785117,204
1,2,0.4504271738423952,204
2,1,0.05357810688568206,204
2,2,0.057010591693411036,204
1,1,0.42495612060098015,205
1,2,0.4632468562923187,205
2,1,0.05536719000051456,205
2,2,0.056429833106186614,205
1,1,0.4218181686558052,206
1,2,0.4644227984053185,206
2,1,0.05315686794363257,206
2,2,0.06060216499524375,206
1,1,0.42099798979660175,207
1,2,0.4642300928558588,207
2,1,0.057523840268894816,207
2,2,0.057248077078644606,207
1,1,0.41310798900856244,208
1,2,0.4726588293661748,208
2,1,0.05452797977858727,208
2,2,0.05970520184667545,208
1,1,0.4290619881066075,209
1,2,0.4560597371697669,209
2,1,0.052722343216409784,209
2,2,0.06215593150721582,209
1,1,0.41999951245994877,210
1,2,0.4656315676045501,210
2,1,0.05129766717296717,210
2,2,0.06307125276253395,210
1,1,0.42247588168185907,211
1,2,0.4622691359158291,211
2,1,0.05465042984327677,211
2,2,0.06060455255903505,211
1,1,0.42593506936114517,212
1,2,0.4595629527831198,212
2,1,0.052202660139487704,212
2,2,0.06229931771624732,212
1,1,0.42300746184012655,213
1,2,0.4575281087109992,213
2,1,0.05369674930903871,213
2,2,0.06576768013983555,213
1,1,0.4169406068129896,214
1,2,0.47134091176151127,214
2,1,0.05395436903449227,214
2,2,0.057764112391006824,214
1,1,0.42082104227256506,215
1,2,0.46437486130566946,215
2,1,0.05499889572615511,215
2,2,0.05980520069561038,215
1,1,0.4169464397748977,216
1,2,0.46700883759752226,216
2,1,0.05217345564086275,216
2,2,0.06387126698671726,216
1,1,0.4153499766782727,217
1,2,0.4670160838043016,217
2,1,0.05468765557819906,217
2,2,0.06294628393922662,217
1,1,0.4268704686582396,218
1,2,0.4605519878166274,218
2,1,0.052699744427199255,218
2,2,0.05987779909793381,218
1,1,0.42473272968033005,219
1,2,0.46156577641196395,219
2,1,0.05055921359863029,219
2,2,0.06314228030907575,219
1,1,0.4377169776086778,220
1,2,0.45025999257598986,220
2,1,0.051138660751108095,220
2,2,0.060884369064224245,220
1,1,0.4280959248590935,221
1,2,0.46243380468023526,221
2,1,0.05446634045414624,221
2,2,0.05500393000652504,221
1,1,0.4154537223391027,222
1,2,0.4639046797728698,222
2,1,0.05803069373247236,222
2,2,0.0626109041555551,222
1,1,0.4254831685758543,223
1,2,0.4595024200479877,223
2,1,0.05323269229559506,223
2,2,0.061781719080563,223
1,1,0.4208393904181852,224
1,2,0.45841760096867684,224
2,1,0.054024169196986487,224
2,2,0.06671883941615148,224
1,1,0.4259712673250883,225
1,2,0.45639352499399366,225
2,1,0.054815588915700895,225
2,2,0.06281961876521718,225
1,1,0.4217778741785395,226
1,2,0.4598088753591951,226
2,1,0.055539641017043194,226
2,2,0.06287360944522218,226
1,1,0.42076760465481444,227
1,2,0.467309737962305,227
2,1,0.0530732988907755,227
2,2,0.05884935849210502,227
1,1,0.41995636167365735,228
1,2,0.46430830514105637,228
2,1,0.056366594699302545,228
2,2,0.059368738485983695,228
1,1,0.43099614625168287,229
1,2,0.452808558636791,229
2,1,0.050794390509367876,229
2,2,0.06540090460215825,229
1,1,0.4251425196527556,230
1,2,0.45725971030628443,230
2,1,0.05278854599348267,230
2,2,0.0648092240474773,230
1,1,0.42684186363088455,231
1,2,0.46081306810904027,231
2,1,0.05416516762838468,231
2,2,0.05817990063169054,231
1,1,0.4264161452580529,232
1,2,0.46255664146672854,232
2,1,0.04957367773101719,232
2,2,0.061453535544201354,232
1,1,0.4350085325345636,233
1,2,0.45279280418855017,233
2,1,0.051599052479210775,233
2,2,0.06059961079767546,233
1,1,0.4223965152539007,234
